Dim1,Dim2,Dim3,Dim4,Label
2.7515834022829324,2.624342048758952,-1.1767873746651603,0.12356003626436352,0
1.0595098428344498,6.026240663836078,-2.912831041918767,5.526459891840781,0
0.326624033335443,4.435282018293945,-0.00043403614838521953,-0.1186949616895856,0
0.4756388015465908,0.1298362909695293,0.814802732822686,1.6241524461751773,0
2.3055656035665555,-2.9480078230906335,5.668645419778735,4.797595161072692,0
0.9778887850193447,-2.1591647234507225,5.103032626595375,6.184159211449563,0
4.3969967937426695,1.1285464488597918,-2.053441954121287,3.3687942024833832,0
1.2802300016155166,0.12272691369821254,4.165136944498537,-2.4866978235989055,0
1.029184011752697,-1.189140637503205,0.7892767410146826,3.810979244479807,0
-0.5047469447732127,2.7049160900467912,-0.8957786980528071,-1.622753628246571,0
0.0722912882221699,0.952335861634113,5.328599643371082,-1.51381839962849,0
1.6381100347851565,5.736750630175567,-4.047281777598931,2.449333057831092,0
-3.2502958175139414,1.5662340281630311,0.024533982054692927,4.665007855391505,0
0.6215587553176487,-0.554978127285074,0.17255130893858217,-1.00476658106076,0
-2.173967042012949,-1.549136693107021,0.219009449606397,-2.3742166895875374,0
-1.9193232918600183,-3.0239635514062115,-1.957896034958908,3.274786471528087,0
1.8105512781928694,5.318399240572508,-0.2020371757401529,-0.23573521547110832,0
0.7470936074506696,-2.057608379599276,8.36380234694839,1.9722105852731684,0
-0.6743176416421226,2.6921011368331587,0.8296066905166565,3.902380992792154,0
1.894000660719854,8.435603001588113,-0.26095478859174115,7.402958588600864,0
-0.8293139597183239,-2.368311767931566,-2.7817214120803326,-4.6459921792968295,0
3.9924404876477184,-4.195314522392718,0.3998519166928336,1.847229378691114,0
2.718890306767869,1.547965378528466,4.584065204608502,-0.6096831763624668,0
-3.483179304332758,3.2123504942547867,-1.544372129435427,-7.951540924597712,0
0.7468338997544615,4.472204747529199,1.4712771802755369,0.695620333863507,0
1.1852186029546896,1.6394120961934024,0.8189718424685728,5.230923741817911,0
3.1640074019438598,2.215894404651916,2.480145024293008,3.4970606889326548,0
0.710389193348491,-1.9066855730419552,4.326087127372412,4.041299364734519,0
4.393924081514424,-1.628507659717898,-1.3454100768663406,7.886178197907708,0
0.4309407050564902,2.369275452986014,-2.5340512645617337,1.098961065466794,0
1.9739665583581387,-0.20021149255723136,1.2181842762346624,-1.3558147954596365,0
-4.529374714720849,4.165907749292238,-3.8434212437814175,4.622292658081415,0
0.4464626287590363,1.7635050573971036,-2.985036479992583,-4.180889380701571,0
-0.9667712094557583,1.8169757040858647,1.8165095294879259,0.6002055097832797,0
0.10056258333000867,0.6884630090158743,-0.45823702037053504,2.2013309329759077,0
13.190892039769516,3.2018313333487334,2.8173228605053047,-3.8118686089627207,0
3.256560955016823,-0.00810169331972821,-2.8628399523927186,-5.924915979570459,0
3.0912967397299056,4.402223108671746,-1.5793133435598667,-3.486250778330553,0
-1.4451395234817284,-5.184589428432849,6.808325717126152,2.266285475299098,0
-1.4539768687625947,1.9191993916043337,-5.060243628024157,-0.3006682571103223,0
0.3168785930764604,3.538127263457832,-0.5047646228196767,3.5246834822889026,0
4.050467713645485,3.7802551525585106,-5.153347433371904,3.3186014886175466,0
-1.6466018665954376,1.8232035604116978,5.677220536718483,1.6326792639520384,0
3.5513678680230067,3.430338600329104,2.9405822871156966,1.817800975202654,0
4.714721238715163,11.186414993149583,6.752512937997262,-0.6712712499581173,0
2.109799930267772,3.5666405716665843,4.149373372215966,2.5630677045536543,0
-5.491302647536718,-1.671877826421786,-11.231028763473741,4.645228778413729,0
1.358481626465617,-6.18088491226932,1.927632223710285,-3.448187230558128,0
3.535065625157013,-1.8932951788105288,7.939953439238363,-5.406820418330596,0
5.518453922119172,3.4234113486080213,1.451367496785957,5.136553935055978,0
1.026833862094382,-2.1289460182031035,2.017566127117635,0.7501245306802229,0
1.5591715229680903,-4.196842145972651,3.1692975678476913,-0.997496792945689,0
-0.418526878955078,-1.5205321781380423,0.7054283409160402,-1.0106166646080519,0
0.3040372928821632,1.8703850827139097,-1.1641215520627144,-3.049207504585553,0
2.2500405083501533,3.722918853442911,0.4571537433045417,-1.8435780628073601,0
5.570637251158244,10.600891259429245,0.7696236891194189,6.531478945542909,0
0.5129813194151103,0.30208873239137835,4.4812562884560645,3.7830621894595446,0
0.8396755045106388,-1.2525752742341871,5.592219855676361,-0.2553646897683197,0
0.08370825480269173,-0.966960501287939,-3.750269944178858,2.154463197351837,0
8.559714346981021,-6.308319986448556,-0.7943238673932163,4.117505303174829,0
0.0694404046744973,2.602991457178653,1.317264695111721,3.8461993307041435,0
1.4677005753037298,-2.4612424587686896,1.0734445591553488,-1.263195018592668,0
3.414090672125693,-3.206928213059486,4.506739244838542,1.55205341709484,0
1.2428453330961455,-2.866559003289961,-1.6407006886942694,-0.475833292238351,0
10.816163678923747,0.7781137879455032,-2.4667912783753447,-5.471076215110061,0
1.6721096214403182,1.5372680121577296,0.40314129719510594,1.0969943529330561,0
1.4463898375478874,-0.12378408650100625,0.9141599986642885,0.5920096549685352,0
4.0478643127319955,0.29117029019704876,-3.414369959065204,-6.777536181790443,0
6.084639018481644,1.8352278863295957,3.9794964038805323,4.383353299649418,0
1.0421177117123548,-3.464267627389418,-2.1085111779046035,-0.32951158543009607,0
-0.7065599826839235,2.7266473433684832,1.5411248280985912,-0.9072649752113329,0
4.466341633517038,-2.221569353460801,4.362770395032884,3.2713094761440167,0
-4.967264799994976,-1.6517947540611515,1.1440303253775788,-4.906155497428469,0
1.8793795666824882,-2.8532202071808226,-2.200868148247646,0.815814361512732,0
3.99089437434444,0.9686841401735258,-3.4423457954604286,-0.22735160594034687,0
3.2792381023139137,1.3602690518431055,4.003719887634141,4.080724220003013,0
8.232010688870101,3.147852096142961,1.2564972787976625,5.014355229200135,0
1.6954446588656014,5.485437488727228,5.317027502799533,-1.6777839414919749,0
-0.7078070662234701,-3.167766860599831,1.0845273291064919,1.068611020056694,0
0.9559577930324304,-1.6188704343590188,0.7218704200248003,2.427330620407874,0
2.465232033849406,-3.2411050623815267,1.3907526852829444,-2.535139987512032,0
-3.139370448655394,0.25078962741560495,-2.2442730189875206,-1.6798887874577866,0
-2.3400006895338605,1.8593642050546109,0.3547949229703452,-0.5136532000707348,0
-2.7030280002067024,-0.8741613833890518,1.5695140795119094,-2.161850888070598,0
10.538927407240106,2.632143370651601,4.399542592713215,-0.9784415462461771,0
1.922133768918504,-0.6629239262397035,0.7615767691712303,2.233010301101313,0
2.840855860544437,3.0205633801540426,0.2943396573943968,-0.9525847575563788,0
2.5170675642219704,-5.048102206804623,1.968728463146955,4.544342958534482,0
0.6055635509671023,-4.372416122743975,-5.442088172993164,-0.02253849784627171,0
6.576006399265714,4.4208442913307735,0.6656944518196878,2.3633382141016894,0
0.6090244921919896,-2.57775402964642,-0.6198145697240145,-3.0399105214616684,0
2.0136002249265794,3.5302337678976152,0.6007935974970738,1.2969478492863755,0
2.8047682178536775,5.301699749541877,-1.85848808178077,-1.7299867353151135,0
0.9613390904296238,6.268807769703631,0.8995369864468313,4.079965079531238,0
-5.472002157185984,2.3789320556705453,1.9607065623845334,-1.1460890771896746,0
2.188177283052863,2.985682982502546,0.4359486739829832,0.5533099785584652,0
0.3402017679805557,1.8157045149050735,0.6255641693120996,-1.2153355712394607,0
